
[00:00:00.000 --> 00:00:24.280]   We will call the meeting to order at 5.45 on October 24, 2022, for the special meeting.
[00:02:00.200 --> 00:02:07.720]   Please see GCISD Board policies, DGBA, I'm sorry, DGBA, FNG, and GF.
[00:02:07.720 --> 00:02:12.920]   These policies are designed to secure prompt and equitable resolution of complaints and concerns
[00:02:12.920 --> 00:02:15.920]   by allowing for a full hearing and investigation.
[00:02:15.920 --> 00:02:19.960]   Each of these procedures allows for an individual to redress grievances with the Board of
[00:02:19.960 --> 00:02:20.960]   Trustees.
[00:02:20.960 --> 00:02:24.840]   Upon request, our Executive Director of Communications will provide you with copies of these
[00:02:24.840 --> 00:02:28.760]   policies or you can find them online at the district website.
[00:02:28.760 --> 00:02:32.720]   In accordance with the Texas Open Meetings Act, the Board may not deliberate or decide any
[00:02:32.720 --> 00:02:37.040]   subject that is not included on the meetings agenda and may not respond to comments made
[00:02:37.040 --> 00:02:40.160]   or questions asked during the public comment period.
[00:02:40.160 --> 00:02:44.780]   If an issue is mentioned, if an issue is listed on tonight's agenda, Board members may
[00:02:44.780 --> 00:02:48.920]   respond to comments when an agenda item is considered later in the meeting.
[00:02:48.920 --> 00:02:53.000]   Please understand that allowing speakers to make statements during public comment is
[00:02:53.000 --> 00:02:56.840]   period as not an endorsement of these statements by the Board or district.
[00:02:56.840 --> 00:03:00.880]   The statements made by an individual speaker are the opinion of that speaker and not necessarily
[00:03:00.880 --> 00:03:04.760]   the opinion of the Board, individual trustees, or the district.
[00:03:04.760 --> 00:03:08.800]   We will call persons to speak in order that we receive their forms.
[00:03:08.800 --> 00:03:11.800]   Our first speaker is Laura Trevino.
[00:03:11.800 --> 00:03:14.560]   Please step to the microphone and state whether you're resident of GCISD.
[00:03:38.800 --> 00:04:01.320]   Madam President, you have touted working in the business world and applying that to operations
[00:04:01.320 --> 00:04:02.680]   in the school district.
[00:04:02.680 --> 00:04:05.000]   I too have worked in the corporate world.
[00:04:05.000 --> 00:04:08.440]   There are more four main things that make a great company.
[00:04:08.440 --> 00:04:14.640]   Money, company culture, workload, and leadership support and trust of its employees.
[00:04:14.640 --> 00:04:18.160]   You say you gave teachers a raise, but their health insurance premiums raise so much that
[00:04:18.160 --> 00:04:21.400]   their take-home pay is less than what it was before the raise.
[00:04:21.400 --> 00:04:25.000]   You didn't even bother with paraprofessionals or support staff.
[00:04:25.000 --> 00:04:28.320]   We already have a shortage of these positions in April of this year.
[00:04:28.320 --> 00:04:32.040]   Work culture where people feel they can contribute and their expertise is respected and
[00:04:32.040 --> 00:04:36.760]   listened to also make a great company.
[00:04:36.760 --> 00:04:40.800]   Based on the policies passed in August, you have made it a toxic workplace to work with
[00:04:40.800 --> 00:04:45.280]   the micromanaging of what teachers can and can't teach, disregarding their expertise
[00:04:45.280 --> 00:04:47.440]   and training as teachers.
[00:04:47.440 --> 00:04:51.800]   And you've relegated the librarians to bookshelver since they are no longer have the
[00:04:51.800 --> 00:04:54.200]   power to decide what is in our libraries.
[00:04:54.200 --> 00:04:57.840]   Due to these policies, you have also given our teachers and staff more work.
[00:04:57.840 --> 00:04:59.080]   Some more work with less pay.
[00:04:59.080 --> 00:05:01.680]   That sounds like a great deal for them.
[00:05:01.680 --> 00:05:03.000]   And leadership support.
[00:05:03.000 --> 00:05:06.720]   This board is not demonstrated that since you took over as president and many are scared
[00:05:06.720 --> 00:05:10.120]   to say anything for fear of retribution, I'm scared of what our contract renewals will
[00:05:10.120 --> 00:05:12.280]   look like next year.
[00:05:12.280 --> 00:05:15.120]   They say people don't leave a job, they leave a leader.
[00:05:15.120 --> 00:05:16.120]   Madam President.
[00:05:16.120 --> 00:05:19.320]   Excuse me, do you realize you're biling into corps, we need to follow the three rules
[00:05:19.320 --> 00:05:20.320]   at three sections.
[00:05:20.320 --> 00:05:21.320]   I am.
[00:05:21.320 --> 00:05:22.320]   I am.
[00:05:22.320 --> 00:05:27.040]   I'm talking about the one about to deliberate the employment, evaluation, reassignment, discipline
[00:05:27.040 --> 00:05:28.880]   and duties of a public officer employee.
[00:05:28.880 --> 00:05:30.400]   I'm talking to you, Casey.
[00:05:30.400 --> 00:05:31.400]   Good.
[00:05:31.400 --> 00:05:32.400]   Thank you.
[00:05:32.400 --> 00:05:35.080]   They say people don't leave a job, they leave a leader.
[00:05:35.080 --> 00:05:39.400]   Madam President, you need to do better as a leader, because right now you suck at it.
[00:05:39.400 --> 00:05:43.200]   Thank you.
[00:05:43.200 --> 00:05:44.800]   Our next speaker is John Doney.
[00:05:44.800 --> 00:05:50.320]   Please step to the microphone and state whether you're a resident of GCISD.
[00:05:50.320 --> 00:05:54.840]   My name is John Doney and I do live in GCISD.
[00:05:54.840 --> 00:05:59.840]   After giving reports from this podium for nearly 17 years, I never pictured myself up here
[00:05:59.840 --> 00:06:00.840]   ever again.
[00:06:00.840 --> 00:06:08.000]   However, I'd like to address Texas Government Code 551.074, which is part of the agenda.
[00:06:08.000 --> 00:06:13.280]   In early June, I received phone call after text message after personal visit from former
[00:06:13.280 --> 00:06:18.480]   colleagues informing me of their reassignment and asking for recommendations.
[00:06:18.480 --> 00:06:24.000]   I've never written so many recommendations or filled out as many online employment forms as
[00:06:24.000 --> 00:06:29.240]   I did this past summer, but I gladly did it because I hired many of these people and
[00:06:29.240 --> 00:06:33.360]   worked side-by-side with them over many years.
[00:06:33.360 --> 00:06:39.760]   The very programs GCISD celebrates like STEM, two-way-do language, math acceleration
[00:06:39.760 --> 00:06:46.960]   as fire academy, AVID, pre-K for all, were built and supported by these people whose lives
[00:06:46.960 --> 00:06:53.080]   were changed by this Board's decision to balance a budget.
[00:06:53.080 --> 00:06:56.720]   Reassignment has to happen when you're forced to cut over 100 positions in order to meet
[00:06:56.720 --> 00:06:59.760]   the balanced budget mandate.
[00:06:59.760 --> 00:07:04.640]   I wonder if there's a riff in GCISD's future since the balanced budget really doesn't
[00:07:04.640 --> 00:07:09.720]   cover about $4 million of contracts that are still out there.
[00:07:09.720 --> 00:07:13.600]   When decisions about reassignment of personal or made at the highest level, these decisions
[00:07:13.600 --> 00:07:16.480]   are often made out of ignorance.
[00:07:16.480 --> 00:07:22.320]   I wonder if you realize the type of behind-the-scenes support required for even just one
[00:07:22.320 --> 00:07:26.520]   personalized program, let alone many of them.
[00:07:26.520 --> 00:07:33.520]   The Nazis, St. John, Rodriguez and Cantor do because they were either part of their programs
[00:07:33.520 --> 00:07:38.800]   inception or they spent hundreds of hours in our schools or both.
[00:07:38.800 --> 00:07:45.520]   When they voted against a balanced budget, they were making an informed decision.
[00:07:45.520 --> 00:07:48.960]   The majority voted out of ignorance.
[00:07:48.960 --> 00:07:55.120]   Reassignment on the scale is a financial decision, I get it, but it's one that impacts
[00:07:55.120 --> 00:07:59.720]   the lives of people who dedicated their careers to GCISD and its children.
[00:07:59.720 --> 00:08:04.200]   Reassignment from a financial perspective is simply moving names in a spreadsheet, matching
[00:08:04.200 --> 00:08:07.880]   up credentials with the needs of a position.
[00:08:07.880 --> 00:08:14.560]   But how many of you look past the credentials, past the spreadsheet, and consider the contributions
[00:08:14.560 --> 00:08:20.800]   made by these people, people who built the programs that made GCISD a destination district
[00:08:20.800 --> 00:08:25.080]   that provides you bragging rights and photo ops.
[00:08:25.080 --> 00:08:29.600]   I know the answer to that question as you so many in our community.
[00:08:29.600 --> 00:08:36.680]   Reassignment of employees in June sparked a mass exodus from GCISD, a loss of talent that
[00:08:36.680 --> 00:08:41.240]   this district has never witnessed nor will soon recover from.
[00:08:41.240 --> 00:08:46.680]   College from neighboring districts were giddy with anticipation of recruiting our people.
[00:08:46.680 --> 00:08:52.040]   Other districts immediately became stronger, instead of trusting GCISD leadership.
[00:08:52.040 --> 00:08:53.040]   Thank you.
[00:08:53.040 --> 00:08:54.040]   Your decision.
[00:08:54.040 --> 00:08:55.040]   Thank you.
[00:08:55.040 --> 00:08:56.040]   Our next speaker.
[00:08:56.040 --> 00:08:57.680]   Our next speaker is Beverly made us.
[00:08:57.680 --> 00:09:00.440]   Please step to the microphone and state whether you're a resident of GCISD.
[00:09:00.440 --> 00:09:03.320]   Dr. Ryan, thank you for your service.
[00:09:03.320 --> 00:09:04.360]   It's a pleasure.
[00:09:17.640 --> 00:09:19.280]   Beverly made us call I bill.
[00:09:19.280 --> 00:09:24.640]   I'm also here to address section 551.074.
[00:09:24.640 --> 00:09:30.400]   Another special session to discuss yet more undisclosed personnel issues.
[00:09:30.400 --> 00:09:34.480]   In the few months since the majority took charge, there have been more of these than in
[00:09:34.480 --> 00:09:37.840]   the entire year's previous previously.
[00:09:37.840 --> 00:09:41.280]   It makes anyone who's paying attention ask why.
[00:09:41.280 --> 00:09:46.460]   What is happening to create all these personnel issues, which are apparently
[00:09:46.460 --> 00:09:50.480]   so critical that they warrant the attention of the board?
[00:09:50.480 --> 00:09:56.240]   Is it the ultra-restricted and draconian set of policies put in place recently?
[00:09:56.240 --> 00:10:00.200]   Is it the ridiculous rules for librarians in all professional educators and must set
[00:10:00.200 --> 00:10:04.380]   hours of minutiae to the already overburdened workload?
[00:10:04.380 --> 00:10:08.800]   Is it the stress of wondering or fearing that they might be on a hit list of undesirable
[00:10:08.800 --> 00:10:09.800]   influences?
[00:10:09.800 --> 00:10:15.600]   Is it getting a pay raise touted as the greatest ever, only to see it negated by increases
[00:10:15.600 --> 00:10:18.240]   in insurance premiums?
[00:10:18.240 --> 00:10:22.800]   Is it increased and ever-constant complaints from the community who somehow think because
[00:10:22.800 --> 00:10:27.920]   they went to school, they know what it takes to be an educational professional.
[00:10:27.920 --> 00:10:33.040]   Is it parents who want control or refuse to do their own homework to know what is happening
[00:10:33.040 --> 00:10:39.240]   in their child's classroom and school and have open dialogues with their teachers?
[00:10:39.240 --> 00:10:41.320]   Maybe it's any or all of this.
[00:10:41.320 --> 00:10:43.320]   We can't be sure.
[00:10:43.320 --> 00:10:47.400]   But is it coincidence that personnel issues have increased since a majority enacted their
[00:10:47.400 --> 00:10:49.640]   politically driven agenda?
[00:10:49.640 --> 00:10:53.360]   I don't think so.
[00:10:53.360 --> 00:10:54.360]   Thank you.
[00:10:54.360 --> 00:10:59.240]   This concludes the public comment section.
[00:10:59.240 --> 00:11:03.640]   Next on the agenda is the executive session, the board will adjourn, the closed or executive
[00:11:03.640 --> 00:11:14.760]   session to protect the government code 551.076, 551.0821, and 551.074 at 556.
[00:11:33.640 --> 00:12:00.880]   551.076 is to deliberate the deployment of specific occasions for implementation of security
[00:12:00.880 --> 00:12:07.640]   personnel or security audit, 551.0821 is to deliberate a matter of regarding the public
[00:12:07.640 --> 00:12:11.120]   school student and personally identifiable information about the student will necessarily
[00:12:11.120 --> 00:12:16.880]   be revealed by the deliberation in 551.074 to deliberate the appointment and evaluation
[00:12:16.880 --> 00:12:20.600]   and reassignment, do the discipline or dismissal of a public officer or employee.
[00:12:30.880 --> 00:12:31.880]   Thank you.
[00:13:00.880 --> 00:13:01.880]   Thank you.
[00:13:30.880 --> 00:13:31.880]   Thank you.
[00:14:00.880 --> 00:14:01.880]   Bye.
[00:14:01.880 --> 00:14:02.880]   Thank you.
[00:14:02.880 --> 00:14:03.880]   Thank you.
[00:14:03.880 --> 00:14:04.880]   Thank you.
[00:14:04.880 --> 00:14:05.880]   Thank you.
[00:14:30.880 --> 00:14:32.880]   Thank you.
[00:14:32.880 --> 00:14:33.880]   Thank you.
[00:14:33.880 --> 00:14:34.880]   Thank you.
[00:14:34.880 --> 00:14:35.880]   Thank you.
[00:14:35.880 --> 00:14:36.880]   Thank you.
[00:15:00.880 --> 00:15:01.880]   Thank you.
[00:15:01.880 --> 00:15:02.880]   Thank you.
[00:15:02.880 --> 00:15:03.880]   Thank you.
[00:15:03.880 --> 00:15:04.880]   Thank you.
[00:15:04.880 --> 00:15:05.880]   Thank you.
[00:15:05.880 --> 00:15:06.880]   Thank you.
[00:15:30.880 --> 00:15:32.880]   Thank you.
[00:15:32.880 --> 00:15:33.880]   Thank you.
[00:15:33.880 --> 00:15:34.880]   Thank you.
[00:15:34.880 --> 00:15:35.880]   Thank you.
[00:15:35.880 --> 00:15:36.880]   Thank you.
[00:16:00.880 --> 00:16:02.880]   Thank you.
[00:16:02.880 --> 00:16:03.880]   Thank you.
[00:16:03.880 --> 00:16:04.880]   Thank you.
[00:16:04.880 --> 00:16:05.880]   Thank you.
[00:16:05.880 --> 00:16:06.880]   Thank you.
[00:16:30.880 --> 00:16:31.880]   Thank you.
[00:16:31.880 --> 00:16:32.880]   Thank you.
[00:16:32.880 --> 00:16:33.880]   Thank you.
[00:16:33.880 --> 00:16:34.880]   Thank you.
[00:16:34.880 --> 00:16:35.880]   Thank you.
[00:16:35.880 --> 00:16:36.880]   Thank you.
[00:17:00.880 --> 00:17:01.880]   Thank you.
[00:17:01.880 --> 00:17:02.880]   Thank you.
[00:17:02.880 --> 00:17:03.880]   Thank you.
[00:17:03.880 --> 00:17:04.880]   Thank you.
[00:17:04.880 --> 00:17:05.880]   Thank you.
[00:17:05.880 --> 00:17:06.880]   Thank you.
[00:17:30.880 --> 00:17:34.880]   Thank you.
[00:18:00.880 --> 00:18:04.880]   Thank you.
[00:18:30.880 --> 00:18:34.880]   Thank you.
[00:19:00.880 --> 00:19:04.880]   Thank you.
[00:19:30.880 --> 00:19:31.880]   Thank you.
[00:19:31.880 --> 00:19:32.880]   Thank you.
[00:19:32.880 --> 00:19:33.880]   Thank you.
[00:19:33.880 --> 00:19:34.880]   Thank you.
[00:19:34.880 --> 00:19:35.880]   Thank you.
[00:19:35.880 --> 00:19:36.880]   Thank you.
[00:20:00.880 --> 00:20:04.880]   Thank you.
[00:20:30.880 --> 00:20:34.880]   Thank you.
[00:21:00.880 --> 00:21:04.880]   Thank you.
[00:21:30.880 --> 00:21:31.880]   Thank you.
[00:21:31.880 --> 00:21:32.880]   Thank you.
[00:21:32.880 --> 00:21:33.880]   Thank you.
[00:21:33.880 --> 00:21:34.880]   Thank you.
[00:21:34.880 --> 00:21:35.880]   Thank you.
[00:21:35.880 --> 00:21:36.880]   Thank you.
[00:22:00.880 --> 00:22:04.880]   Thank you.
[00:22:30.880 --> 00:22:34.880]   Thank you.
[00:23:00.880 --> 00:23:04.880]   Thank you.
[00:23:30.880 --> 00:23:34.880]   Thank you.
[00:24:00.880 --> 00:24:01.880]   Thank you.
[00:24:01.880 --> 00:24:02.880]   Thank you.
[00:24:02.880 --> 00:24:03.880]   Thank you.
[00:24:03.880 --> 00:24:04.880]   Thank you.
[00:24:04.880 --> 00:24:05.880]   Thank you.
[00:24:05.880 --> 00:24:06.880]   Thank you.
[00:24:30.880 --> 00:24:31.880]   Thank you.
[00:24:31.880 --> 00:24:32.880]   Thank you.
[00:24:32.880 --> 00:24:33.880]   Thank you.
[00:24:33.880 --> 00:24:34.880]   Thank you.
[00:24:34.880 --> 00:24:35.880]   Thank you.
[00:24:35.880 --> 00:24:36.880]   Thank you.
[00:25:00.880 --> 00:25:01.880]   Thank you.
[00:25:01.880 --> 00:25:02.880]   Thank you.
[00:25:02.880 --> 00:25:03.880]   Thank you.
[00:25:03.880 --> 00:25:04.880]   Thank you.
[00:25:04.880 --> 00:25:05.880]   Thank you.
[00:25:05.880 --> 00:25:06.880]   Thank you.
[00:25:30.880 --> 00:25:31.880]   Thank you.
[00:25:31.880 --> 00:25:32.880]   Thank you.
[00:25:32.880 --> 00:25:33.880]   Thank you.
[00:25:33.880 --> 00:25:34.880]   Thank you.
[00:25:34.880 --> 00:25:35.880]   Thank you.
[00:25:35.880 --> 00:25:36.880]   Thank you.
[00:26:00.880 --> 00:26:04.880]   Thank you.
[00:26:30.880 --> 00:26:34.880]   Thank you.
[00:27:00.880 --> 00:27:01.880]   Thank you.
[00:27:01.880 --> 00:27:02.880]   Thank you.
[00:27:02.880 --> 00:27:03.880]   Thank you.
[00:27:03.880 --> 00:27:04.880]   Thank you.
[00:27:04.880 --> 00:27:05.880]   Thank you.
[00:27:05.880 --> 00:27:06.880]   Thank you.
[00:27:30.880 --> 00:27:34.880]   Thank you.
[00:28:00.880 --> 00:28:01.880]   Thank you.
[00:28:01.880 --> 00:28:02.880]   Thank you.
[00:28:02.880 --> 00:28:04.880]   Thank you.
[00:28:30.880 --> 00:28:32.880]   Thank you.
[00:28:32.880 --> 00:28:33.880]   Thank you.
[00:28:33.880 --> 00:28:34.880]   Thank you.
[00:28:34.880 --> 00:28:34.880]   Thank you.
[00:28:34.880 --> 00:28:35.880]   Thank you.
[00:28:35.880 --> 00:28:36.880]   Thank you.
[00:29:00.880 --> 00:29:04.880]   Thank you.
[00:29:30.880 --> 00:29:34.880]   Thank you.
[00:30:00.880 --> 00:30:04.880]   Thank you.
[00:30:30.880 --> 00:30:31.880]   Thank you.
[00:30:31.880 --> 00:30:32.880]   Thank you.
[00:30:32.880 --> 00:30:33.880]   Thank you.
[00:30:33.880 --> 00:30:34.880]   Thank you.
[00:30:34.880 --> 00:30:35.880]   Thank you.
[00:30:35.880 --> 00:30:36.880]   Thank you.
[00:31:00.880 --> 00:31:01.880]   Thank you.
[00:31:01.880 --> 00:31:02.880]   Thank you.
[00:31:02.880 --> 00:31:03.880]   Thank you.
[00:31:03.880 --> 00:31:04.880]   Thank you.
[00:31:04.880 --> 00:31:05.880]   Thank you.
[00:31:05.880 --> 00:31:06.880]   Thank you.
[00:31:30.880 --> 00:31:31.880]   Thank you.
[00:31:31.880 --> 00:31:32.880]   Thank you.
[00:31:32.880 --> 00:31:33.880]   Thank you.
[00:31:33.880 --> 00:31:34.880]   Thank you.
[00:31:34.880 --> 00:31:35.880]   Thank you.
[00:31:35.880 --> 00:31:36.880]   Thank you.
[00:32:00.880 --> 00:32:06.880]   Thank you.
[00:32:30.880 --> 00:32:33.880]   Thank you.
[00:32:33.880 --> 00:32:36.880]   Thank you.
[00:33:00.880 --> 00:33:01.880]   Thank you.
[00:33:01.880 --> 00:33:02.880]   Thank you.
[00:33:02.880 --> 00:33:03.880]   Thank you.
[00:33:03.880 --> 00:33:04.880]   Thank you.
[00:33:04.880 --> 00:33:05.880]   Thank you.
[00:33:05.880 --> 00:33:06.880]   Thank you.
[00:33:30.880 --> 00:33:34.880]   Thank you.
[00:34:00.880 --> 00:34:01.880]   Thank you.
[00:34:01.880 --> 00:34:02.880]   Thank you.
[00:34:02.880 --> 00:34:03.880]   Thank you.
[00:34:03.880 --> 00:34:04.880]   Thank you.
[00:34:04.880 --> 00:34:05.880]   Thank you.
[00:34:05.880 --> 00:34:06.880]   Thank you.
[00:34:30.880 --> 00:34:34.880]   Thank you.
[00:35:00.880 --> 00:35:04.880]   Thank you.
[00:35:30.880 --> 00:35:32.880]   Thank you.
[00:35:32.880 --> 00:35:33.880]   Thank you.
[00:35:33.880 --> 00:35:34.880]   Thank you.
[00:35:34.880 --> 00:35:34.880]   Thank you.
[00:35:34.880 --> 00:35:35.880]   Thank you.
[00:35:35.880 --> 00:35:36.880]   Thank you.
[00:36:00.880 --> 00:36:07.880]   Thank you.
[00:36:30.880 --> 00:36:31.880]   Thank you.
[00:36:31.880 --> 00:36:32.880]   Thank you.
[00:36:32.880 --> 00:36:33.880]   Thank you.
[00:36:33.880 --> 00:36:34.880]   Thank you.
[00:36:34.880 --> 00:36:35.880]   Thank you.
[00:36:35.880 --> 00:36:36.880]   Thank you.
[00:37:00.880 --> 00:37:04.880]   Thank you.
[00:37:30.880 --> 00:37:34.880]   Thank you.
[00:38:00.880 --> 00:38:01.880]   Thank you.
[00:38:01.880 --> 00:38:02.880]   Thank you.
[00:38:02.880 --> 00:38:03.880]   Thank you.
[00:38:03.880 --> 00:38:04.880]   Thank you.
[00:38:04.880 --> 00:38:05.880]   Thank you.
[00:38:05.880 --> 00:38:06.880]   Thank you.
[00:38:30.880 --> 00:38:31.880]   Thank you.
[00:38:31.880 --> 00:38:32.880]   Thank you.
[00:38:32.880 --> 00:38:33.880]   Thank you.
[00:38:33.880 --> 00:38:34.880]   Thank you.
[00:38:34.880 --> 00:38:35.880]   Thank you.
[00:38:35.880 --> 00:38:36.880]   Thank you.
[00:39:00.880 --> 00:39:04.880]   Thank you.
[00:39:30.880 --> 00:39:31.880]   Thank you.
[00:39:31.880 --> 00:39:32.880]   Thank you.
[00:39:32.880 --> 00:39:34.880]   Thank you.
[00:40:00.880 --> 00:40:01.880]   Thank you.
[00:40:01.880 --> 00:40:04.880]   Thank you.
[00:40:30.880 --> 00:40:31.880]   Thank you.
[00:40:31.880 --> 00:40:32.880]   Thank you.
[00:40:32.880 --> 00:40:33.880]   Thank you.
[00:40:33.880 --> 00:40:34.880]   Thank you.
[00:40:34.880 --> 00:40:35.880]   Thank you.
[00:40:35.880 --> 00:40:36.880]   Thank you.
[00:41:00.880 --> 00:41:09.880]   Thank you.
[00:41:30.880 --> 00:41:31.880]   Thank you.
[00:41:31.880 --> 00:41:32.880]   Thank you.
[00:41:32.880 --> 00:41:33.880]   Thank you.
[00:41:33.880 --> 00:41:34.880]   Thank you.
[00:41:34.880 --> 00:41:34.880]   Thank you.
[00:41:34.880 --> 00:41:35.880]   Thank you.
[00:42:00.880 --> 00:42:01.880]   Thank you.
[00:42:01.880 --> 00:42:02.880]   Thank you.
[00:42:02.880 --> 00:42:03.880]   Thank you.
[00:42:03.880 --> 00:42:04.880]   Thank you.
[00:42:04.880 --> 00:42:05.880]   Thank you.
[00:42:05.880 --> 00:42:06.880]   Thank you.
[00:42:30.880 --> 00:42:31.880]   Thank you.
[00:42:31.880 --> 00:42:32.880]   Thank you.
[00:42:32.880 --> 00:42:33.880]   Thank you.
[00:42:33.880 --> 00:42:34.880]   Thank you.
[00:42:34.880 --> 00:42:35.880]   Thank you.
[00:43:00.880 --> 00:43:01.880]   Thank you.
[00:43:01.880 --> 00:43:02.880]   Thank you.
[00:43:02.880 --> 00:43:03.880]   Thank you.
[00:43:03.880 --> 00:43:04.880]   Thank you.
[00:43:04.880 --> 00:43:05.880]   Thank you.
[00:43:05.880 --> 00:43:06.880]   Thank you.
[00:43:30.880 --> 00:43:32.880]   Thank you.
[00:43:32.880 --> 00:43:33.880]   Thank you.
[00:43:33.880 --> 00:43:34.880]   Thank you.
[00:43:34.880 --> 00:43:35.880]   Thank you.
[00:43:35.880 --> 00:43:36.880]   Thank you.
[00:44:00.880 --> 00:44:01.880]   Thank you.
[00:44:01.880 --> 00:44:02.880]   Thank you.
[00:44:02.880 --> 00:44:03.880]   Thank you.
[00:44:03.880 --> 00:44:04.880]   Thank you.
[00:44:04.880 --> 00:44:05.880]   Thank you.
[00:44:05.880 --> 00:44:06.880]   Thank you.
[00:44:30.880 --> 00:44:37.880]   Thank you.
[00:44:37.880 --> 00:44:38.880]   Thank you.
[00:45:00.880 --> 00:45:01.880]   Thank you.
[00:45:01.880 --> 00:45:02.880]   Thank you.
[00:45:02.880 --> 00:45:03.880]   Thank you.
[00:45:03.880 --> 00:45:04.880]   Thank you.
[00:45:04.880 --> 00:45:05.880]   Thank you.
[00:45:05.880 --> 00:45:06.880]   Thank you.
[00:45:30.880 --> 00:45:34.880]   Thank you.
[00:46:00.880 --> 00:46:06.880]   Thank you.
[00:46:30.880 --> 00:46:34.880]   Thank you.
[00:47:00.880 --> 00:47:04.880]   Thank you.
[00:47:30.880 --> 00:47:34.880]   Thank you.
[00:48:00.880 --> 00:48:01.880]   Thank you.
[00:48:01.880 --> 00:48:02.880]   Thank you.
[00:48:02.880 --> 00:48:03.880]   Thank you.
[00:48:03.880 --> 00:48:04.880]   Thank you.
[00:48:04.880 --> 00:48:05.880]   Thank you.
[00:48:05.880 --> 00:48:06.880]   Thank you.
[00:48:30.880 --> 00:48:31.880]   Thank you.
[00:48:31.880 --> 00:48:32.880]   Thank you.
[00:48:32.880 --> 00:48:33.880]   Thank you.
[00:48:33.880 --> 00:48:34.880]   Thank you.
[00:48:34.880 --> 00:48:35.880]   Thank you.
[00:48:35.880 --> 00:48:36.880]   Thank you.
[00:49:00.880 --> 00:49:01.880]   Thank you.
[00:49:01.880 --> 00:49:02.880]   Thank you.
[00:49:02.880 --> 00:49:03.880]   Thank you.
[00:49:03.880 --> 00:49:04.880]   Thank you.
[00:49:04.880 --> 00:49:05.880]   Thank you.
[00:49:05.880 --> 00:49:06.880]   Thank you.
[00:49:30.880 --> 00:49:31.880]   Thank you.
[00:49:31.880 --> 00:49:32.880]   Thank you.
[00:49:32.880 --> 00:49:33.880]   Thank you.
[00:49:33.880 --> 00:49:34.880]   Thank you.
[00:49:34.880 --> 00:49:35.880]   Thank you.
[00:49:35.880 --> 00:49:36.880]   Thank you.
[00:50:00.880 --> 00:50:04.880]   Thank you.
[00:50:30.880 --> 00:50:34.880]   Thank you.
[00:51:00.880 --> 00:51:01.880]   Thank you.
[00:51:01.880 --> 00:51:02.880]   Thank you.
[00:51:02.880 --> 00:51:03.880]   Thank you.
[00:51:03.880 --> 00:51:04.880]   Thank you.
[00:51:04.880 --> 00:51:05.880]   Thank you.
[00:51:05.880 --> 00:51:06.880]   Thank you.
[00:51:30.880 --> 00:51:31.880]   Thank you.
[00:51:31.880 --> 00:51:32.880]   Thank you.
[00:51:32.880 --> 00:51:34.880]   Thank you.
[00:52:00.880 --> 00:52:02.880]   Thank you.
[00:52:02.880 --> 00:52:03.880]   Thank you.
[00:52:03.880 --> 00:52:04.880]   Thank you.
[00:52:04.880 --> 00:52:05.880]   Thank you.
[00:52:05.880 --> 00:52:06.880]   Thank you.
[00:52:06.880 --> 00:52:09.880]   Thank you.
[00:52:30.880 --> 00:52:35.880]   Thank you.
[00:53:00.880 --> 00:53:01.880]   Thank you.
[00:53:01.880 --> 00:53:02.880]   Thank you.
[00:53:02.880 --> 00:53:03.880]   Thank you.
[00:53:03.880 --> 00:53:04.880]   Thank you.
[00:53:04.880 --> 00:53:05.880]   Thank you.
[00:53:05.880 --> 00:53:06.880]   Thank you.
[00:53:30.880 --> 00:53:32.880]   Thank you.
